Response_ID,Farm,Latitude,Longitute,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_score
R_3Rwt5m9g9iV2Pjv,Farm 12,19.43260193,-99.1332016,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2tor0yNtVyvQGi8,Farm 12,19.43260193,-99.1332016,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3R3NnC4X3ar78QV,Farm 12,19.43260193,-99.1332016,Permanent,Yes,102,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Somewhat disagree,1
R_3DbW5ZZF8JQcZt9,Farm 12,19.3782959,-99.16230011,Permanent,Yes,3,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2QxIfx10rZeiMAC,Farm 12,19.43710327,-99.01110077,Permanent,Yes,24,Somewhat dissatisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2AGSociWaCpse2b,Farm 12,19.43260193,-99.1332016,Permanent,Yes,3,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3D1QASSBahFU1Oc,Farm 12,19.38369751,-99.17569733,Permanent,Yes,84,Very satisfied,No,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_24qqDcLrGffeuVv,Farm 12,19.43260193,-99.1332016,Permanent,Yes,180,Very satisfied,No,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vZdi0JdXE1N5coF,Farm 12,19.3782959,-99.16230011,Permanent,Yes,6,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2aztyQGJV4S92tr,Farm 12,19.43260193,-99.1332016,Permanent,Yes,8,Neither satisfied nor dissatisfied,Don't know,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1pGAo2YojcwELsu,Farm 12,19.43260193,-99.1332016,Permanent,Yes,6,Somewhat dissatisfied,No,No,Neither good or bad,Strongly disagree,Yes,Somewhat disagree,Yes,Strongly disagree,0
R_2E4sKkalyHnCYUp,Farm 12,19.43260193,-99.1332016,Don't know,Yes,5,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2SjG8SdWYjGh4oz,Farm 12,19.38369751,-99.17569733,Permanent,Yes,27,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1CJYrYWFstUFMBe,Farm 12,19.43710327,-99.01110077,Permanent,Yes,53,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3fUHAgiMFzuQkRz,Farm 12,19.43260193,-99.1332016,Permanent,Yes,7,Very satisfied,Don't know,No,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2an6kXrs5HyrpSI,Farm 12,19.3782959,-99.16230011,Permanent,Yes,288,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2vcaGVcwvcgACoX,Farm 12,19.43260193,-99.1332016,Temporary,Yes,96,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3fvfUyaUCvP6DFl,Farm 12,19.43260193,-99.1332016,Permanent,Yes,156,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1FnrJRiP2RWkOlX,Farm 12,19.43710327,-99.01110077,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_XUoAxq3DLbfIFXj,Farm 12,19.43260193,-99.1332016,Permanent,Refused,648,Very satisfied,Refused,Yes,Very good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_2wh0voXP0n7OBXI,Farm 12,19.38369751,-99.17569733,Permanent,No,120,Somewhat Satisfied,No,No,Somewhat good,Somewhat disagree,Yes,Strongly Agree,Yes,Somewhat agree,1
R_3saXMizY5wJPJvd,Farm 12,19.3782959,-99.16230011,Permanent,Yes,18,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Somewhat agree,Yes,Neither agree nor disagree,1
R_3smPVLEEYhuE6NR,Farm 12,19.43260193,-99.1332016,Permanent,Yes,72,Somewhat Satisfied,No,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1l0hjLqAPatiXYk,Farm 12,19.43260193,-99.1332016,Permanent,No,36,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3PBOev64rMDX2Xp,Farm 12,19.3782959,-99.16230011,Permanent,Yes,216,Somewhat Satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Strongly Agree,1
R_1FCUhi9Yb13QlTL,Farm 12,19.43710327,-99.01110077,Permanent,Yes,66,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2WM4IvFax3VaRPH,Farm 12,19.43260193,-99.1332016,Permanent,Yes,36,Very satisfied,No,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3KC3HQmt4PNMPAZ,Farm 12,19.43260193,-99.1332016,Permanent,Yes,12,Somewhat Satisfied,Don't know,No,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2VsFs5SsYFIZlxc,Farm 12,19.3782959,-99.16230011,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Refused,No,Somewhat agree,Yes,Strongly disagree,1
R_1FkCnrNPwshWJ4h,Farm 12,19.43260193,-99.1332016,Permanent,No,48,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2xLUPtKdGuaFCKc,Farm 12,19.38369751,-99.17569733,Permanent,Yes,70,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_C9sDnXwojFUw25j,Farm 12,19.43260193,-99.1332016,Permanent,Yes,126,Very satisfied,Refused,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1IEGW3xFacuFYjx,Farm 12,19.43710327,-99.01110077,Temporary,Yes,63,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,0
R_30tWIYfNP1xRUYu,Farm 12,19.43260193,-99.1332016,Permanent,Yes,52,Very satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_2czKBLeYqm5a87p,Farm 12,19.43260193,-99.1332016,Temporary,Yes,11,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1k0olvYr3tw1TBw,Farm 12,19.3782959,-99.16230011,Temporary,Yes,5,Somewhat Satisfied,Yes,Yes,Very bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly Agree,0
R_3RqDarQ8ybz5WA4,Farm 12,19.43260193,-99.1332016,Permanent,Yes,72,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_V1I0sfaQiUL4Dv3,Farm 12,19.38369751,-99.17569733,Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_28ICDlWK9mD1SrL,Farm 12,19.43260193,-99.1332016,Permanent,Yes,18,Neither satisfied nor dissatisfied,Don't know,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3neLiO7iDqelaJu,Farm 12,19.3782959,-99.16230011,Permanent,Yes,72,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_sMZNufDTgMDSaJz,Farm 12,19.43260193,-99.1332016,Permanent,Yes,42,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_PFEDvTVN2POrhy9,Farm 12,19.43260193,-99.1332016,Permanent,Yes,84,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2UgCPjCmi7vj05h,Farm 12,19.43710327,-99.01110077,Permanent,Don't know,72,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_usOOe7mVtdho4Vz,Farm 12,19.43260193,-99.1332016,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2966xTk92qq3F6O,Farm 12,19.38369751,-99.17569733,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3P6O5vX9SDwvmOM,Farm 12,19.43260193,-99.1332016,Permanent,Yes,47,Neither satisfied nor dissatisfied,No,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2Y505Y5U03BstPM,Farm 12,19.3782959,-99.16230011,Permanent,Yes,72,Very satisfied,No,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Somewhat disagree,1
R_24pHVcX1beQoV8F,Farm 12,19.43260193,-99.1332016,Temporary,Yes,36,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3jeNNkvXnLkVKZQ,Farm 12,19.43260193,-99.1332016,Permanent,Don't know,84,Neither satisfied nor dissatisfied,Refused,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_ymsFhOczfYtxB5v,Farm 12,19.43710327,-99.01110077,Temporary,Yes,84,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vZzhBWQyaS5r4hb,Farm 12,19.43260193,-99.1332016,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_eqGU02KtHqQdFJf,Farm 12,19.43260193,-99.1332016,Permanent,Yes,72,Very satisfied,Don't know,Yes,Very good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_2zqhbcPmimP0HZE,Farm 12,19.38369751,-99.17569733,Temporary,Yes,8,Very dissatisfied,Don't know,No,Somewhat good,Somewhat disagree,No,Strongly Agree,Don't know,Somewhat disagree,1
R_2uJLV5wSRfI1Xcp,Farm 12,19.43260193,-99.1332016,Permanent,No,23,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat disagree,Yes,Strongly Agree,Don't know,Strongly disagree,1
R_vfA6syvjVUiBuSJ,Farm 12,19.3782959,-99.16230011,Permanent,Yes,156,Very satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_2zwrOM0INvwtA2T,Farm 12,19.43710327,-99.01110077,Permanent,Yes,13,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2c2DXoQ2vgZ7iSM,Farm 12,19.43260193,-99.1332016,Permanent,Yes,36,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly disagree,Yes,Somewhat disagree,Don't know,Somewhat agree,1
R_3CPD8S4PVyvGTiO,Farm 12,19.38369751,-99.17569733,Permanent,Yes,60,Somewhat Satisfied,No,No,Somewhat good,Strongly disagree,Yes,Agree nor disagree,Yes,Strongly disagree,1
R_eQzoDZ9grGVNYB3,Farm 12,19.43260193,-99.1332016,Permanent,No,60,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3Kx42JmprzTUYVz,Farm 12,19.3782959,-99.16230011,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Very good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,0
R_2zchDYxr8uzc6V3,Farm 12,19.43260193,-99.1332016,Permanent,Yes,18,Neither satisfied nor dissatisfied,No,No,Somewhat good,Strongly disagree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_20ZCKvqJSjnwnwA,Farm 12,19.43260193,-99.1332016,Permanent,Yes,15,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2XaZF3va1ixVI9W,Farm 12,19.43710327,-99.01110077,Permanent,Yes,18,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_290P9sZJtO0J0aT,Farm 12,19.3782959,-99.16230011,Permanent,Yes,62,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_tWoqBTF7UoudhC1,Farm 12,19.38369751,-99.17569733,Permanent,Yes,106,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2EfTPFAg8n67xCm,Farm 12,19.43260193,-99.1332016,Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_24k3HBbvW1mCW65,Farm 12,19.43260193,-99.1332016,Permanent,Yes,84,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3dRssZPezStyS8i,Farm 12,19.43710327,-99.01110077,Permanent,Yes,192,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2YLiOMq38KPZa07,Farm 12,19.43260193,-99.1332016,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1K7nhA4U6uSnutf,Farm 12,19.3782959,-99.16230011,Permanent,Yes,264,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2wNuWn70gGaU7xy,Farm 12,19.43260193,-99.1332016,Permanent,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2QXv8QXHtGxTzHT,Farm 12,19.43710327,-99.01110077,Permanent,Yes,144,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3lWj5FiipRJZa8Q,Farm 12,19.38369751,-99.17569733,Permanent,Yes,77,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2zIvmCKYmsUrJzU,Farm 12,19.43260193,-99.1332016,Permanent,Yes,252,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3iIsnOEUEMVe2rX,Farm 12,19.3782959,-99.16230011,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3e81N5HSUjcRTc5,Farm 12,19.43260193,-99.1332016,Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2xYt3bdvQ72ohzT,Farm 12,19.38369751,-99.17569733,Permanent,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1QGjmesj5rsMa9M,Farm 12,19.43710327,-99.01110077,Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_TjQiAm2faU7krhn,Farm 12,19.43260193,-99.1332016,Permanent,Yes,144,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3lz8OeTBiO4mkKo,Farm 12,19.38369751,-99.17569733,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_5mODul33cncZDi1,Farm 12,19.3782959,-99.16230011,Permanent,Yes,132,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_28MrF0J3AUbAWEA,Farm 12,19.43260193,-99.1332016,Permanent,Yes,156,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_216bnyN4os8mRLJ,Farm 12,19.43710327,-99.01110077,Permanent,Yes,132,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_WwaUja4Q2sPUX4t,Farm 12,19.43260193,-99.1332016,Permanent,Yes,144,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_81Hcs83kayuDIVb,Farm 12,19.43260193,-99.1332016,Permanent,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3k4ZUENTQHiGpkb,Farm 12,19.3782959,-99.16230011,Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_129z0ZoOrSRwfBF,Farm 12,19.38369751,-99.17569733,Permanent,Yes,108,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_7WH1rkel0xAfgBj,Farm 12,19.43260193,-99.1332016,Permanent,Yes,10,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_2z75slVHI6rCqoX,Farm 12,19.43260193,-99.1332016,Permanent,Yes,84,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1K1qsAlrwv6LH2Z,Farm 12,19.38369751,-99.17569733,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_9XE3GfMKVGaIG6l,Farm 12,19.3782959,-99.16230011,Permanent,Yes,96,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly disagree,Yes,Strongly Agree,1
R_2Yapz53MU9b3BME,Farm 12,19.43260193,-99.1332016,Permanent,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1LCgGttSuiAWCdZ,Farm 12,19.43260193,-99.1332016,Permanent,Yes,120,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_3kwiCARJyknPPUM,Farm 12,19.43260193,-99.1332016,Permanent,Yes,120,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_bQk4ZvcJRyvJS2l,Farm 12,19.38369751,-99.17569733,Permanent,No,36,Neither satisfied nor dissatisfied,No,No,Somewhat good,Agree nor disagree,No,Strongly Agree,Yes,Somewhat agree,1
R_3PXqVN1P9bm2QPY,Farm 12,19.43710327,-99.01110077,Permanent,No,240,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_2WBa8VUcTY1QAJW,Farm 12,19.3782959,-99.16230011,Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_3gT7A3rjKyP11Ta,Farm 12,19.43260193,-99.1332016,Temporary,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_32IKe8P8mWevfBD,Farm 12,19.43260193,-99.1332016,Permanent,Yes,65,Somewhat Satisfied,Yes,Yes,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_1CarYJhFb1DelXm,Farm 12,19.38369751,-99.17569733,Temporary,Yes,0,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_sn7VUeoXv66jjMZ,Farm 12,19.3782959,-99.16230011,Permanent,Yes,6,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Neither agree nor disagree,1
R_iUeKyPLBr5wjQFv,Farm 3,28.964369,-111.355386,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Yes,Somewhat agree,1
R_mZXLpJv7bit0saF,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_fZVIThWJpmnVyJ6,Farm 3,28.966351,-111.353717,Seasonal OR temporary,Yes,5,Very satisfied,Don't know,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_a9opzOxn2mB3Vgp,Farm 3,28.964378,-111.355441,Seasonal OR temporary,Yes,0,Very satisfied,Yes,Don't know,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_lKxEM9YCYC1no6g,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_7rjBrdGdvE5hT2E,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_4PFnyKcSOBtgh0u,Farm 3,29.15310669,-110.8327026,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_8VpS0NSAyHNVB8j,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,8,Somewhat Satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_95bKAHnNMiwy9Vs,Farm 3,29.15310669,-110.8327026,Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_d1zSnCqBYWnunsp,Farm 3,28.964326,-111.355395,Permanent,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,No,Strongly agree,0
R_54EcN1Wgy6aEDYz,Farm 3,28.964383,-111.35561,Permanent,No,1,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,1
R_bfu9qSeDqRmQ5E9,Farm 3,28.964363,-111.355616,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly agree,0
R_krKrg1RLNUMj6i3,Farm 3,28.964336,-111.355646,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_0OFu9leWD8va0tX,Farm 3,28.966394,-111.35358,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,0
R_iwfehBAW9NbIEm2,Farm 3,28.952539,-111.346496,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_30TO7I0ZiwfL9Ba,Farm 3,28.964347,-111.355414,Seasonal OR temporary,Yes,4,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,1
R_4JMQc3HD5cqY6ws,Farm 3,28.964315,-111.355487,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_d8ZWEU1bPC1VEqT,Farm 3,28.964351,-111.355869,Seasonal OR temporary,Don't know,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_4Pu8kgXIj514dBO,Farm 3,28.952357,-111.346402,Seasonal OR temporary,No,24,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,1
R_ipatumnl0ZNRHci,Farm 3,28.958765,-111.354109,Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,No,Strongly disagree,1
R_2rcoATbaw6d41g8,Farm 3,28.958864,-111.353987,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat disagree,1
R_dhvqK1rgimqinZe,Farm 3,28.95888,-111.354005,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Don't know,No,Somewhat good,Agree nor disagree,No,Agree nor disagree,Yes,Somewhat disagree,1
R_o2yk4hYdEmEd20W,Farm 3,28.958927,-111.353921,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Don't know,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,1
R_m6WPk0xXW2TnZfx,Farm 3,28.958893,-111.353891,Seasonal OR temporary,Yes,0,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_alMLCWGZZn8rXeR,Farm 3,28.958822,-111.353865,Permanent,Yes,2,Somewhat Satisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Somewhat agree,1
R_ih4SZKNX8507d4m,Farm 3,28.95881,-111.35384,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_0AmsnFaELlR72aJ,Farm 3,28.958801,-111.353791,Seasonal OR temporary,Yes,0,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly agree,1
R_jWuPI4KyPsNXhKL,Farm 3,28.958947,-111.353697,Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Don't know,Strongly disagree,1
R_1UF0damzmQ5r20h,Farm 3,28.958859,-111.35372,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_2FXp32z6VLTzDqa,Farm 3,28.958695,-111.35375,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_kPh1UHctgCqLWvA,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,0,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2tHmy0QvaDEQMkN,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_fpENXAsnhJMdPyk,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Don't know,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
