Survey Number,Response ID,ch_account_name,gender_core,gender_core,age_core,education_level_core,education_level_core,worker_type_core,worker_type_core,understand_contract,understand_contract,entity_tenure - Years,entity_tenure - Months,total_tenure_months,workplace_satis_core,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,conditions_rate_core,safety_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,pressure_to_work_core,factory_recommend_tf_core
Survey 1,R_ig0PufRWfK9Ud72,Farm 2,Man,0,33,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_dCQsIsVS6uviM0D,Farm 2,Man,0,19,Middle School,Middle School,Permanent,1,Yes,0,,10,10,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_kNCz3g60Fehumzt,Farm 2,Woman,1,53,High School,High School,Permanent,1,Yes,0,,24,24,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_hnBvlp8Trt83kVa,Farm 2,Woman,1,24,High School,High School,Temporary,1,Yes,0,,23,23,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Agree nor disagree,2,No,,Somewhat agree,3,Yes,Somewhat disagree,1,Promoter 
Survey 1,R_63sQHy6A49ajZHk,Farm 2,Woman,1,22,High School,High School,Temporary,1,Yes,0,,17,17,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Don't know,Strongly disagree,0,Promoter 
Survey 1,R_2D669jPdjjPTzK7,Farm 2,Woman,1,58,Elementary School,Elementary School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_oSmtO4JLl2Sxlpi,Farm 2,Woman,1,31,Middle School,Middle School,Permanent,1,Yes,0,,5,5,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_0NF6398u3ZK6dD4,Farm 2,Man,0,38,Middle School,Middle School,Permanent,1,Yes,0,,26,26,Very satisfied,4,Yes,No,Somewhat good,3,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3NgTyF6mfCjqvXq,Farm 2,Man,0,28,Elementary School,Elementary School,Permanent,1,Yes,0,,84,84,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Somewhat agree,3,Yes,Strongly disagree,0,Refused
Survey 1,R_4o57iovEyK0wMiG,Farm 2,Woman,1,25,Middle School,Middle School,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,No,No,Very good,4,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 1,R_kxab6niywWcIf80,Farm 2,Man,0,28,Middle School,Middle School,Permanent,1,Yes,0,,16,16,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_olZfJM1rbaFfTj9,Farm 2,Woman,1,24,High School,High School,Permanent,1,Yes,0,,30,30,Neither satisfied nor dissatisfied,2,Don't know,Yes,Somewhat good,3,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3sNWr5F6wNEVAtH,Farm 2,Man,0,41,Middle School,Middle School,Permanent,1,Yes,0,,307,307,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_i2dEIrKaWayxd6c,Farm 2,Woman,1,27,Middle School,Middle School,Permanent,1,Yes,0,,3,3,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_fx2doHhgQzNWbgS,Farm 2,Woman,1,42,Elementary School,Elementary School,Permanent,1,Yes,0,,24,24,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_bx86mjFcXnBA5wS,Farm 2,Man,0,48,High School,High School,Temporary,1,Yes,0,,4,4,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_euN4G6XpFP3YSs8,Farm 2,Woman,1,45,Elementary School,Elementary School,Permanent,1,Yes,0,,14,14,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_bmLZFJcCCZpiJ37,Farm 2,Woman,1,21,High School,High School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_a48aJezNwZONdtG,Farm 2,Woman,1,42,High School,High School,Permanent,1,Yes,0,,252,252,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_2De9q3m8ocVDRV7,Farm 2,Man,0,39,Middle School,Middle School,Permanent,1,Yes,0,,72,72,Very satisfied,4,Yes,Don't know,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_7BDlInaqokVlMR8,Farm 2,Woman,1,25,Middle School,Middle School,Permanent,1,Yes,0,,4,4,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_9OeV3q2lWc5B5pF,Farm 2,Man,0,23,Middle School,Middle School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_gKfPI2MOw9MGMYH,Farm 2,Woman,1,41,Elementary School,Elementary School,Permanent,1,Yes,0,,14,14,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_9LuouER8fSUtnYc,Farm 2,Woman,1,29,Middle School,Middle School,Temporary,1,Yes,0,,3,3,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_j3DzGY2S56Oml2T,Farm 2,Man,0,32,No school,No school,Permanent,1,Yes,0,,41,41,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_5X1UCxzgnhBJhsf,Farm 2,Woman,1,46,Elementary School,Elementary School,Permanent,1,Yes,0,,5,5,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_2hEoMTMx2nrdYx9,Farm 2,Man,0,48,Middle School,Middle School,Permanent,1,Yes,0,,300,300,Very satisfied,4,Don't know,No,Somewhat good,3,Somewhat agree,3,No,,,,,,,
Survey 1,R_cFzAOUerxh75tm2,Farm 2,Woman,1,21,Elementary School,Elementary School,Permanent,1,Yes,0,,42,42,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_0EkUQJmx6tgCYIa,Farm 2,Woman,1,54,No school,No school,Permanent,1,Yes,0,,276,276,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_3smelMScORyjCSY,Farm 2,Man,0,26,Middle School,Middle School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_kPnNiMankRbbh7l,Farm 2,Man,0,19,Middle School,Middle School,Temporary,1,Yes,0,,13,13,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_fZA2IRdNRyyrYmC,Farm 2,Man,0,23,Middle School,Middle School,Permanent,1,Yes,0,,96,96,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_1RtewjPHTOqxDyM,Farm 2,Man,0,20,High School,High School,Permanent,1,Yes,0,,23,23,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Somewhat agree,3,No,,,,,,,
Survey 1,R_6tm6H5keiUIwlLH,Farm 2,Woman,1,25,High School,High School,Permanent,1,Yes,0,,13,13,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_eXM9Px1tgXI2Uo7,Farm 2,Man,0,33,Elementary School,Elementary School,Permanent,1,Yes,0,,50,50,Neither satisfied nor dissatisfied,2,No,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_iqV43mVsLeAtNth,Farm 2,Man,0,21,Elementary School,Elementary School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_cxbBOGLfhjcgc0Y,Farm 2,Woman,1,51,Elementary School,Elementary School,Permanent,1,Yes,0,,43,43,Somewhat Satisfied,3,Don't know,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_acIC1UTgjsO6Nf1,Farm 2,Woman,1,21,Middle School,Middle School,Permanent,1,Yes,0,,18,18,Neither satisfied nor dissatisfied,2,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_h8YTU01R4ndn01l,Farm 2,Woman,1,44,Middle School,Middle School,Permanent,1,Yes,0,,42,42,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_gGJyTPRr130zgoJ,Farm 2,Woman,1,41,Middle School,Middle School,Permanent,1,Yes,0,,36,36,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_gsAe8qLUVC1YmyP,Farm 2,Woman,1,33,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_7WNix9mWyWQDVC6,Farm 2,Woman,1,20,Elementary School,Elementary School,Permanent,1,Yes,0,,36,36,Neither satisfied nor dissatisfied,2,No,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_90shrBCxSfac6fK,Farm 2,Woman,1,19,Middle School,Middle School,Permanent,1,Yes,0,,17,17,Neither satisfied nor dissatisfied,2,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_dsu9Q6YVpWqoag0,Farm 2,Woman,1,19,High School,High School,Permanent,1,Yes,0,,3,3,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_hE979prohcTgUZ5,Farm 2,Woman,1,26,High School,High School,Permanent,1,Yes,0,,13,13,Neither satisfied nor dissatisfied,2,No,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_4j4Dt4eNReqXgMh,Farm 2,Woman,1,21,Middle School,Middle School,Permanent,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_ckgoxlK50yP9Jdc,Farm 2,Woman,1,24,Elementary School,Elementary School,Permanent,1,Yes,0,,72,72,Neither satisfied nor dissatisfied,2,Don't know,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_cOND4vdpKbupgLI,Farm 2,Woman,1,19,Middle School,Middle School,Permanent,1,Yes,0,,11,11,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_naBIGrCSyQ1oGiL,Farm 2,Woman,1,24,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_8lhUJsA06mNdPH8,Farm 2,Woman,1,28,Middle School,Middle School,Permanent,1,Yes,0,,12,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_2tFQ0yrgF9LD4SP,Farm 2,Woman,1,30,Elementary School,Elementary School,Permanent,1,Yes,0,,16,16,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_1AITs3VYhyoI0Q2,Farm 2,Woman,1,18,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_1KpX5R9akqFOtgH,Farm 2,Woman,1,19,Middle School,Middle School,Permanent,1,Yes,0,,1,1,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,,,,,,
Survey 1,R_2oNhgSGzjmRrPpA,Farm 2,Woman,1,49,Middle School,Middle School,Permanent,1,Yes,0,,300,300,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_8SOMfKQ2BNanv4E,Farm 2,Woman,1,33,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Very satisfied,4,No,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_k4nfH4OKNgBVrbS,Farm 2,Woman,1,39,Elementary School,Elementary School,Permanent,1,Yes,0,,264,264,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_1MYtMOfllOep0g9,Farm 2,Woman,1,47,Elementary School,Elementary School,Permanent,1,Yes,0,,66,66,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_2TQTWEgnunZVgGv,Farm 2,Woman,1,30,Elementary School,Elementary School,Permanent,1,Yes,0,,77,77,Very satisfied,4,No,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_eFWdHR8rH0zkivI,Farm 2,Woman,1,20,Elementary School,Elementary School,Permanent,1,Yes,0,,24,24,Neither satisfied nor dissatisfied,2,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_3iUqp1Evg3ve217,Farm 2,Man,0,18,High School,High School,Permanent,1,Yes,0,,8,8,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_3zkKTtYe8BdQZn7,Farm 2,Woman,1,21,Middle School,Middle School,Permanent,1,Yes,0,,35,35,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_vCAYChmfMYHYrxT,Farm 2,Woman,1,41,Elementary School,Elementary School,Permanent,1,No,1,,8,8,Neither satisfied nor dissatisfied,2,No,No,Neither good or bad,2,Strongly Agree,4,Yes,Refused,,,,,,
Survey 1,R_54HGa2Nl1eFO5yx,Farm 2,Man,0,23,High School,High School,Permanent,1,Don't know,Don't know,,41,41,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_0TESyEqJGtBH8Ed,Farm 2,Woman,1,31,Elementary School,Elementary School,Permanent,1,Yes,0,,154,154,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_9kta7yuQwdUzA4F,Farm 2,Woman,1,29,Middle School,Middle School,Permanent,1,Yes,0,,54,54,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_hKNvmJkuA5722F0,Farm 2,Man,0,19,Middle School,Middle School,Permanent,1,Yes,0,,10,10,Somewhat Satisfied,3,Refused,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_3bNkR7gT45FbhwH,Farm 2,Man,0,29,Elementary School,Elementary School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,Don't know,Very good,4,Strongly Agree,4,Yes,1 occasion,,,,,,
Survey 1,R_abJpkG8UUK0BRTS,Farm 2,Man,0,46,Elementary School,Elementary School,Permanent,1,Yes,0,,180,180,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_3a0IeIupAmarhqm,Farm 2,Man,0,25,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Somewhat Satisfied,3,No,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_3G87t8INiIeA8QX,Farm 2,Man,0,27,Elementary School,Elementary School,Permanent,1,No,1,,12,12,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_lZ5G8Gr5WU8e2Yr,Farm 2,Man,0,41,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,42,42,Somewhat Satisfied,3,Don't know,No,Neither good or bad,2,Agree nor disagree,2,No,,,,,,,
Survey 1,R_30tKisqCJ6AsGnm,Farm 2,Man,0,21,High School,High School,Permanent,1,Don't know,Don't know,,6,6,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat disagree,1,No,,,,,,,
Survey 1,R_deVpQskk9nN9YC9,Farm 2,Man,0,25,Middle School,Middle School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_oL1liMQT3zjpHWi,Farm 2,Woman,1,36,Middle School,Middle School,Temporary,1,Yes,0,,6,6,Very satisfied,4,Yes,Don't know,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_c9C4JQsn3Db9oGB,Farm 2,Woman,1,52,Middle School,Middle School,Permanent,1,Yes,0,,17,17,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_igP9IBK9TtJRPyD,Farm 2,Man,0,46,Elementary School,Elementary School,Permanent,1,Yes,0,,104,104,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_jlKNIb3vfdcI88R,Farm 2,Man,0,30,Elementary School,Elementary School,Permanent,1,Yes,0,,7,7,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_89EnBxVqwXe3xms,Farm 2,Man,0,22,Middle School,Middle School,Don't know,Don't know,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_hFfrU2jjIzNBsEg,Farm 2,Man,0,53,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_brReLO6hksUEQto,Farm 2,Man,0,46,No school,No school,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_l1Z9sc1fzyskFaH,Farm 2,Woman,1,31,Elementary School,Elementary School,Permanent,1,Yes,0,,6,6,Neither satisfied nor dissatisfied,2,Yes,No,Very good,4,Agree nor disagree,2,No,,,,,,,
Survey 1,R_kiqCi7MV7rPy3fa,Farm 2,Man,0,44,Elementary School,Elementary School,Permanent,1,Yes,0,,336,336,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_bH3NqwPyXhYDpqN,Farm 2,Woman,1,36,Elementary School,Elementary School,Permanent,1,Yes,0,,12,12,Neither satisfied nor dissatisfied,2,Refused,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_fH5pqPeCS9fDyEU,Farm 2,Man,0,52,Elementary School,Elementary School,Permanent,1,Yes,0,,36,36,Somewhat Satisfied,3,Yes,No,Very good,4,Somewhat agree,3,Yes,1 occasion,,,,,,
Survey 1,R_ov7DamwXbvvwbG0,Farm 2,Man,0,51,Middle School,Middle School,Permanent,1,Yes,0,,288,288,Somewhat dissatisfied,1,No,No,Neither good or bad,2,Strongly disagree,0,No,,,,,,,
Survey 1,R_kghT4EDoMDt3dcL,Farm 2,Man,0,20,Middle School,Middle School,Permanent,1,Yes,0,,1,1,Somewhat Satisfied,3,No,No,Somewhat good,3,Somewhat disagree,1,No,,,,,,,
Survey 1,R_cPjihBZgGpja3QY,Farm 2,Man,0,25,Middle School,Middle School,Permanent,1,Yes,0,,10,10,Somewhat Satisfied,3,Yes,Yes,Very good,4,Agree nor disagree,2,Yes,1 occasion,,,,,,
Survey 1,R_7CM94PiZTnCYcOg,Farm 2,Man,0,42,Elementary School,Elementary School,Permanent,1,Yes,0,,99,99,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_jbjL2p7x8PoqE19,Farm 2,Man,0,34,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_5moK3tXgkzoROLB,Farm 2,Man,0,46,Middle School,Middle School,Permanent,1,Yes,0,,120,120,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,Yes,1 occasion,,,,,,
Survey 1,R_bT5OTFbAeEnSUm5,Farm 2,Man,0,29,Elementary School,Elementary School,Permanent,1,Yes,0,,18,18,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_jYiIipJwh5dbzWv,Farm 2,Man,0,48,Elementary School,Elementary School,Permanent,1,Yes,0,,48,48,Somewhat Satisfied,3,No,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_3FZw4zLFPq5gA3N,Farm 2,Man,0,35,Middle School,Middle School,Permanent,1,Yes,0,,216,216,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly disagree,0,No,,,,,,,
Survey 1,R_4gMhrlK5tavHL0P,Farm 2,Woman,1,41,Middle School,Middle School,Permanent,1,No,1,,210,210,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_eYBVKY3x89vohQX,Farm 2,Woman,1,25,Middle School,Middle School,Permanent,1,Yes,0,,14,14,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_l3QMVQOhqGgE3Me,Farm 2,Man,0,28,Middle School,Middle School,Permanent,1,Don't know,Don't know,,34,34,Somewhat Satisfied,3,No,Yes,Neither good or bad,2,Somewhat agree,3,No,,,,,,,
Survey 1,R_cTDeZL4FjNrUxCu,Farm 2,Man,0,28,High School,High School,Permanent,1,Don't know,Don't know,,54,54,Very satisfied,4,Yes,Don't know,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_b1sZ3u6Swni3NKh,Farm 2,Man,0,46,Middle School,Middle School,Permanent,1,Yes,0,,30,30,Very satisfied,4,Don't know,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_0njzhRxd6hHjLx4,Farm 2,Man,0,35,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,252,252,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_mTXNbvSD7pVmZ3k,Farm 2,Man,0,30,Middle School,Middle School,Permanent,1,Yes,0,,24,24,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_9kaoAf9pEXatoGN,Farm 2,Man,0,45,Elementary School,Elementary School,Permanent,1,Yes,0,,4,4,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_2T83XaCzclhO0xc,Farm 2,Woman,1,22,Middle School,Middle School,Permanent,1,Yes,0,,3,3,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_gpW6UqbDKORtsKA,Farm 2,Man,0,33,Middle School,Middle School,Permanent,1,Yes,0,,192,192,Somewhat Satisfied,3,Yes,Yes,Very good,4,Somewhat agree,3,No,,,,,,,
Survey 1,R_c200FavW7iSu6IR,Farm 2,Man,0,40,Elementary School,Elementary School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_eeqYbTCOZmEfrSp,Farm 2,Man,0,55,Elementary School,Elementary School,Permanent,1,Yes,0,,29,29,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_fsVZeJKtvxOzu8D,Farm 2,Man,0,20,High School,High School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_lHSfVjVOUsjwcno,Farm 2,Man,0,53,Middle School,Middle School,Permanent,1,Yes,0,,14,14,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_gdZWgTOfOR7sK0n,Farm 2,Man,0,31,Middle School,Middle School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_7GqiQkTB7arRlI2,Farm 2,Man,0,32,Middle School,Middle School,Permanent,1,Yes,0,,8,8,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_9bXtBq6aNcrpNby,Farm 2,Man,0,29,Elementary School,Elementary School,Permanent,1,Yes,0,,163,163,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_npAIJzKULOJCPG2,Farm 2,Man,0,25,Middle School,Middle School,Permanent,1,Yes,0,,96,96,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_fmfKOTkZRc71F7S,Farm 2,Woman,1,43,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Very satisfied,4,No,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_k9Vpn80NQsPesim,Farm 2,Woman,1,40,Middle School,Middle School,Permanent,1,Yes,0,,144,144,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_nPW9fJoCGDHPJuB,Farm 2,Woman,1,31,Middle School,Middle School,Permanent,1,Yes,0,,3,3,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Somewhat agree,3,No,,,,,,,
Survey 1,R_cDpof4JkYIUSHZ9,Farm 2,Man,0,26,Middle School,Middle School,Permanent,1,Yes,0,,96,96,Somewhat Satisfied,3,Yes,Yes,Very good,4,Somewhat agree,3,No,,,,,,,
Survey 1,R_gEYXl6KPyLKW31C,Farm 2,Man,0,54,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,Yes,1 occasion,,,,,,
Survey 1,R_6HjljByG3fXizN4,Farm 2,Man,0,31,Elementary School,Elementary School,Permanent,1,Yes,0,,24,24,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_45D7bwJuHdOHsql,Farm 2,Woman,1,40,Middle School,Middle School,Permanent,1,Yes,0,,92,92,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_nY6MBP04n2z0bNr,Farm 2,Woman,1,45,Elementary School,Elementary School,Permanent,1,Yes,0,,69,69,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,Yes,1 occasion,,,,,,
